x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17
-0.0389382665487983,0.08508166461542682,0.08508166461542682,-0.18590682881735462,-0.06064275710777004,0.13250684169856336,0.13250684169856336,-0.2895327312662446,0.08508166461542681,-0.18590682881735462,-0.18590682881735462,0.40621383181845516,0.13250684169856336,-0.2895327312662446,-0.2895327312662446,0.6326405595357293,1
0.05055531691021439,0.0787352410783445,0.0787352410783445,0.12262287265797966,-0.11046538274863762,-0.17203964039968858,-0.17203964039968858,-0.26793586490532656,-0.11046538274863762,-0.17203964039968858,-0.17203964039968858,-0.26793586490532656,0.24137126481621451,0.37591347233449646,0.37591347233449646,0.5854505456155915,3
-0.0389382665487983,0.08508166461542681,-0.06064275710777004,0.13250684169856336,0.08508166461542682,-0.18590682881735462,0.13250684169856336,-0.2895327312662446,0.08508166461542682,-0.18590682881735462,0.13250684169856336,-0.2895327312662446,-0.18590682881735462,0.40621383181845516,-0.2895327312662446,0.6326405595357293,2
-0.0389382665487983,-0.06064275710777004,0.08508166461542681,0.13250684169856336,0.08508166461542682,0.13250684169856336,-0.18590682881735462,-0.2895327312662446,0.08508166461542682,0.13250684169856336,-0.18590682881735462,-0.2895327312662446,-0.18590682881735462,-0.2895327312662446,0.40621383181845516,0.6326405595357293,3
0.02999068534211736,-0.06553084299905935,-0.06553084299905935,0.1431875042260767,-0.06553084299905935,0.1431875042260767,0.1431875042260767,-0.31287040465490484,-0.06553084299905935,0.1431875042260767,0.1431875042260767,-0.31287040465490484,0.1431875042260767,-0.31287040465490484,-0.31287040465490484,0.6836343062057294,3
-0.15615013569773717,-0.24318942754156703,-0.24318942754156703,-0.3787450930076401,-0.24318942754156703,-0.3787450930076401,-0.3787450930076401,-0.5898605335252379,0.022258662044291815,0.034665812208262946,0.034665812208262946,0.053988803714584914,0.034665812208262946,0.053988803714584914,0.053988803714584914,0.08408257994997181,3
0.12026856870916071,-0.2627916169269231,0.18730719794083572,-0.40927369417654197,0.18730719794083572,-0.40927369417654197,0.2917136769565223,-0.6374060128085944,-0.017143868709982114,0.037460036541832754,-0.026699993559395615,0.058340550276105234,-0.02669999355939562,0.058340550276105234,-0.04158277621763887,0.09086002366062397,3
0.12026856870916071,0.18730719794083572,-0.2627916169269231,-0.40927369417654197,0.18730719794083572,0.2917136769565223,-0.40927369417654197,-0.6374060128085944,-0.017143868709982114,-0.026699993559395615,0.037460036541832754,0.058340550276105234,-0.02669999355939562,-0.04158277621763887,0.058340550276105234,0.09086002366062397,3
-0.09263218731586233,0.20240502190626725,0.20240502190626725,-0.44226304138951494,-0.14426608407740382,0.3152271446257653,0.3152271446257653,-0.6887838769894012,0.013204398079285138,-0.028852136173611865,-0.028852136173611865,0.0630430676795916,0.020564631568097028,-0.04493453974957824,-0.04493453974957824,0.09818376059013774,1
0.12026856870916071,0.18730719794083572,0.18730719794083572,0.2917136769565223,-0.2627916169269231,-0.4092736941765419,-0.4092736941765419,-0.6374060128085944,-0.017143868709982118,-0.02669999355939562,-0.02669999355939562,-0.04158277621763887,0.03746003654183276,0.05834055027610524,0.05834055027610524,0.09086002366062398,3
-0.09263218731586233,0.20240502190626722,-0.14426608407740382,0.31522714462576523,0.20240502190626722,-0.4422630413895149,0.31522714462576523,-0.6887838769894011,0.01320439807928514,-0.028852136173611865,0.020564631568097028,-0.04493453974957824,-0.028852136173611865,0.0630430676795916,-0.04493453974957824,0.09818376059013774,2
-0.09263218731586233,-0.14426608407740382,0.20240502190626722,0.31522714462576523,0.20240502190626722,0.31522714462576523,-0.4422630413895149,-0.6887838769894011,0.01320439807928514,0.020564631568097028,-0.028852136173611865,-0.04493453974957824,-0.028852136173611865,-0.04493453974957824,0.0630430676795916,0.09818376059013774,3
0.07134633943862194,-0.1558945957711764,-0.1558945957711764,0.3406359062270611,-0.1558945957711764,0.3406359062270611,0.3406359062270611,-0.744303033964341,-0.010170174047979569,0.022222235711143123,0.022222235711143123,-0.04855647087964142,0.022222235711143127,-0.04855647087964142,-0.04855647087964142,0.10609782449131362,3
